SMILES,ReadyBiodegradability,Reliability
Nc1c(N)c[n][n]1CCO,0,Sdf
Nc1c(cc(cc1Cl)-c1cc(Cl)c(N)c(c1)S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1c2c(C=C(C(/N=N/c3cc(ccc3S(O)(=O)=O)Nc3[n]c(F)[n]c(F)c3Cl)C2=O)S(O)(=O)=O)cc(c1/N=N/c1ccc(cc1)S(=O)(=O)CCOS(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1c2c(c(Br)cc1S(O)(=O)=O)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(c(O)cc1Oc1ccc(Br)cc1)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(c(cc1S(O)(=O)=O)-c1cc(c(N)c3c1C(=O)c1ccccc1C3=O)S(O)(=O)=O)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(c(cc1S(O)(=O)=O)Nc1cc(ccc1)S(=O)(=O)CCOS(O)(=O)=O)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(cc(c1/N=N/c1ccc(cc1)S(=O)(=O)CCOS(O)(=O)=O)S(O)(=O)=O)cc(c(/N=N/c1ccc(cc1)S(=O)(=O)CCOS(O)(=O)=O)c2O)S(O)(=O)=O,0,Sdf
Nc1c2c(ccc1-c1[n][n]c(o1)-c1ccc(cc1)-c1[n][n]c(o1)-c1ccc3c(C(=O)c4ccccc4C3=O)c1N)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(ccc1-c1[n][n]c(o1)-c1ccc3c(C(=O)c4ccccc4C3=O)c1N)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(ccc1/C=N/N=C/c1ccc3c(C(=O)c4ccccc4C3=O)c1N)C(=O)c1ccccc1C2=O,0,Sdf
Nc1c2c(cccc2O)c(cc1S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1c[n]([n][o+]1)N1CCOCC1,0,Sdf
Nc1c[n]ccc1,0,Sdf
Nc1cc(Cc2cc(N)ccc2O)c(O)cc1,0,Sdf
Nc1cc(Cl)c(Cl)cc1,0,Sdf
Nc1cc(Cl)c(Cl)cc1Cl,0,Sdf
Nc1cc(Cl)c(Cl)cc1S(O)(=O)=O,0,Sdf
Nc1cc(Cl)cc(C(O)=O)c1Cl,0,Sdf
Nc1cc(Cl)cc(Cl)c1,0,Sdf
Nc1cc(Cl)ccc1,0,Sdf
Nc1cc(Cl)ccc1Cl,0,Sdf
Nc1cc(N)c(cc1)/N=N/c1ccc(cc1)-c1ccc(cc1)/N=N/c1c(cc2cc(c(/N=N/c3ccccc3)c(O)c2c1N)S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1cc(N)ccc1,0,Sdf
Nc1cc(O)ccc1,1,Sdf
Nc1cc(c(O)c2c1C(=O)c1c(C2=O)c(N)cc(c1O)S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1cc(c(cc1)/C=C/c1ccc(N)cc1S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1cc(c(cc1)/C=C/c1ccc(N)cc1S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1cc(cc(c1)C(=O)NCC(O)CO)C(=O)NCC(O)CO,0,Sdf
Nc1cc(cc2cc(cc(O)c21)S(O)(=O)=O)S(O)(=O)=O,0,Sdf
Nc1cc(ccc1)C(F)(F)F,0,Sdf
Nc1cc(ccc1)C(O)=O,0,Sdf
Nc1cc(ccc1)S(=O)(=O)c1cc(N)ccc1,0,Sdf
Nc1cc(ccc1)[N+]([O-])=O,0,Sdf
Nc1cc(ccc1Cl)C(O)=O,0,Sdf
Nc1cc(ccc1N)S(O)(=O)=O,0,Sdf
Nc1cc2[nH]c(=O)[nH]c2cc1,0,Sdf
Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,0,Sdf
Nc1cc2c(cc1)cc(cc2O)S(O)(=O)=O,0,Sdf
Nc1cc2cc(cc(O)c2cc1)S(O)(=O)=O,0,Sdf
Nc1cc[n](C2OC(CO)C(O)C2(F)F)c(=O)[n]1,0,Sdf
Nc1cc[n](C2OC(CO)C(O)C2O)c(=O)[n]1,0,Sdf
Nc1cc[n]cc1,0,Sdf
Nc1ccc(CCNCC(O)c2ccccc2)cc1,0,Sdf
Nc1ccc(CCc2ccc(N)cc2)cc1,0,Sdf
Nc1ccc(Cc2cc(Cl)c(N)cc2)cc1Cl,0,Sdf
Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,0,Sdf
Nc1ccc(Cc2ccc(N)cc2)cc1,0,Sdf
Nc1ccc(Cl)cc1,0,Sdf
Nc1ccc(Cl)cc1C(F)(F)F,0,Sdf
Nc1ccc(Cl)cc1C(O)=O,0,Sdf
Nc1ccc(Cl)cc1Cl,0,Sdf
Nc1ccc(Cl)cc1O,0,Sdf
Nc1ccc(Cl)cc1[N+]([O-])=O,0,Sdf
Nc1ccc(N)cc1,0,Sdf
Nc1ccc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,0,Sdf
Nc1ccc(O)cc1,0,Sdf
Nc1ccc(Sc2[n]c3ccccc3[s]2)c2c1C(=O)c1ccccc1C2=O,0,Sdf
Nc1ccc(c2ccccc21)S(O)(=O)=O,0,Sdf
Nc1ccc(cc1)/N=N/c1ccccc1,0,Sdf
Nc1ccc(cc1)C(O)=O,1,Sdf
Nc1ccc(cc1)N1CCOCC1=O,0,Sdf
Nc1ccc(cc1)Nc1ccccc1,0,Sdf
Nc1ccc(cc1)Oc1ccc(N)cc1,0,Sdf
Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1,0,Sdf
Nc1ccc(cc1)S(=O)(=O)Nc1[n]ccc[n]1,0,Sdf
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0,Sdf
Nc1ccc(cc1)S(N)(=O)=O,0,Sdf
Nc1ccc(cc1)S(O)(=O)=O,0,Sdf
Nc1ccc(cc1)[N+]([O-])=O,0,Sdf
Nc1ccc(cc1C#N)[N+]([O-])=O,0,Sdf
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,0,Sdf
Nc1ccc(cc1Cl)[N+]([O-])=O,0,Sdf
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0,Sdf
Nc1ccc2c(-c3ccc4c5c3c(ccc5c3ccc5c6c3c4ccc6-c3ccccc3C5=O)C2=O)c1N,0,Sdf
Nc1ccc2c(cccc2S(O)(=O)=O)c1S(O)(=O)=O,0,Sdf
Nc1ccc2ccccc2c1S(O)(=O)=O,0,Sdf
Nc1ccc[n]c1N,0,Sdf
Nc1cccc(N)[n]1,0,Sdf
Nc1cccc2c1C(=O)c1ccccc1C2=O,0,Sdf
Nc1cccc2c1cccc2N,0,Sdf
Nc1cccc2cccc(N)c12,0,Sdf
Nc1cccc2cccc(c21)S(O)(=O)=O,0,Sdf
Nc1cccc2ccccc21,0,Sdf
Nc1cccc[n]1,0,Sdf
Nc1ccccc1-c1ccccc1,0,Sdf
Nc1ccccc1C(F)(F)F,0,Sdf
Nc1ccccc1C(O)=O,1,Sdf
Nc1ccccc1Cl,0,Sdf
Nc1ccccc1N,0,Sdf
Nc1ccccc1O,0,Sdf
Nc1ccccc1OCCOc1ccccc1N,0,Sdf
Nc1ccccc1S(O)(=O)=O,0,Sdf
Nc1ccccc1[N+]([O-])=O,0,Sdf
O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,0,Sdf
O=C(C1CCCCC1)c1ccccc1,0,Sdf
O=C(CBr)OC/C=C/COC(=O)CBr,0,Sdf
O=C(CBr)OC/C=C/COC(=O)CBr,1,Sdf
O=C(CBr)OCCOC(=O)CBr,0,Sdf
O=C(CC(=O)c1ccccc1)c1ccccc1,1,Sdf
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0,Sdf
O=C(CCl)c1ccc(Cl)cc1Cl,0,Sdf
O=C(Cl)CCCCl,1,Sdf
O=C(Cl)CCl,1,Sdf
O=C(Cl)Cc1ccc(Cl)cc1Cl,0,Sdf
O=C(Cl)c1ccc(Cl)cc1,0,Sdf
O=C(Cl)c1ccccc1,1,Sdf
O=C(NCc1ccccc1)NCCCCCCNC(=O)NCc1ccccc1,0,Sdf
O=C(Nc1cc(Cl)c(Cl)cc1)Nc1ccc(Cl)cc1,0,Sdf
O=C(Nc1ccc(Cc2ccc(cc2)NC(=O)N2CC2)cc1)N1CC1,0,Sdf
O=C(Nc1ccc(Cc2ccc(cc2)NC(=O)NC2CCCCC2)cc1)NC1CCCCC1,0,Sdf
O=C(Nc1ccccc1NS(=O)(=O)c1ccccc1)Nc1ccccc1,0,Sdf
O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,0,Sdf
O=C(Nc1ccccc1Sc1ccccc1)Oc1ccccc1,0,Sdf
O=C(OC(=O)C(F)(F)F)C(F)(F)F,0,Sdf
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,1,Sdf
O=C(OCC1CC2OC2CC1)C1CC2OC2CC1,0,Sdf
O=C(OCC1CO1)c1ccc(cc1)C(=O)OCC1CO1,1,Sdf
O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,1,Sdf
O=C(OCc1ccccc1)c1ccccc1,1,Sdf
"O=C(ON=C1C=CC(C=C1)=NOC(=O)c1ccccc1)c1ccccc1 |c:3,t:10|",0,Sdf
O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,0,Sdf
O=C(OOC(=O)c1ccccc1)c1ccccc1,1,Sdf
O=C(Oc1cccc2ccc[n]c21)c1ccccc1,1,Sdf
O=C(c1ccc(F)cc1)c1ccc(F)cc1,0,Sdf
O=C(c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccccc1)c1ccc(cc1)Oc1ccccc1,0,Sdf
O=C(c1cccc[n]1)c1ccccc1,1,Sdf
O=C(c1ccccc1)c1ccccc1,0,Sdf
O=C/C=C/c1ccccc1,1,Sdf
O=C1C(=Nc2ccccc12)C1Nc2ccccc2C1=O,0,Sdf
O=C1C(=Nc2ccccc12)C1Nc2ccccc2C1=O,0,Sdf
O=C1C(=Nc2ccccc12)C1Nc2ccccc2C1=O,0,Sdf
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,0,Sdf
O=C1C(Nc2c1cc(Br)cc2Br)C1=Nc2c(Cl)cc(Br)cc2C1=O,0,Sdf
O=C1C(Sc2c3c(Cl)cccc3ccc12)C1=Nc2ccc(Br)cc2C1=O,0,Sdf
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0,Sdf
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0,Sdf
O=C1C=CC(=O)N1c1ccc(Cc2ccc(cc2)N2C(=O)C=CC2=O)cc1,0,Sdf
O=C1C=CC(=O)N1c1ccccc1,0,Sdf
O=C1C=CC(=O)O1,1,Sdf
O=C1C=CC(=O)c2ccccc12,0,Sdf
O=C1CCC(=O)C2C3CCC(C12)C3=C(Cl)Cl,0,Sdf
O=C1CCC(=O)N1Br,0,Sdf
O=C1CCC(=O)O1,1,Sdf
O=C1CCC2COC1O2,1,Sdf
O=C1CCCCC(=O)OCCOCCO1,1,Sdf
O=C1CCCCC1,1,Sdf
O=C1CCCCC1C1CCCCC=1,0,Sdf
O=C1CCCCCCCCCCCC(=O)OCCO1,1,Sdf
O=C1CCCCCCCCCCCCCCO1,1,Sdf
O=C1CCCCCN1,1,Sdf
O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O,0,Sdf
O=C1CCCCCN1C(=O)Nc1ccc(Cc2ccc(cc2)NC(=O)N2CCCCCC2=O)cc1,0,Sdf
O=C1CCCCCN1C(=O)c1cc(ccc1)C(=O)N1CCCCCC1=O,1,Sdf
O=C1CCCCCO1,1,Sdf
O=C1CCCCO1,1,Sdf
O=C1CCCO1,1,Sdf
O=C1CCO1,1,Sdf
O=C1CN2C3CC1CC2CC(C3)OC(=O)c1c[nH]c2ccccc12,0,Sdf
O=C1COCCN1c1ccc(cc1)N1CC(CN2C(=O)c3ccccc3C2=O)OC1=O,0,Sdf
O=C1COCCN1c1ccccc1,0,Sdf
O=C1Cc2cccc(F)c2N1,1,Sdf
O=C1Cc2ccccc2N=C1C1C(=O)c2ccccc2C1=O,0,Sdf
O=C1Cc2ccccc2O1,1,Sdf
O=C1N=C(C2C1=C(NC2=O)c1ccc(cc1)-c1ccccc1)c1ccc(Cl)cc1,0,Sdf
O=C1N=C(C2C1=C(NC2=O)c1ccc(cc1)-c1ccccc1)c1ccc(cc1)-c1ccccc1,0,Sdf
O=C1N=C(C2C1=C(NC2=O)c1ccccc1)c1ccccc1,0,Sdf
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,0,Sdf
O=C1NC(=O)C2CC=CCC12,0,Sdf
O=C1NC(=O)CC(=O)N1,1,Sdf
O=C1NC(=O)N=C1Cc1ccccc1,1,Sdf
O=C1NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl,0,Sdf
O=C1NC(=O)c2cccc3cccc1c32,1,Sdf
O=C1NC(=O)c2ccccc12,1,Sdf
O=C1NCC(=O)N1,1,Sdf
O=C1NCCCN1,1,Sdf
O=C1NCCN1,0,Sdf
O=C1Nc2cccc3cccc1c32,0,Sdf
O=C1OC(=O)C2CC=CCC12,0,Sdf
O=C1OC(=O)C2CCCCC12,0,Sdf
O=C1OC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl,0,Sdf
O=C1OC(=O)c2cc(Cl)ccc12,0,Sdf
O=C1OC(=O)c2ccc(Cl)c3c2c1ccc3Cl,0,Sdf
O=C1OC(=O)c2ccccc12,1,Sdf
O=C1OCCO1,1,Sdf
O=C1OCc2ccccc21,1,Sdf
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1,Sdf
O=C1c2c(S/C/1=C1\Sc3c(c(Cl)ccc3Cl)C\1=O)c(Cl)ccc2Cl,0,Sdf
O=C1c2c(c(Br)c(Br)c(Br)c2Br)C(=O)N1CCN1C(=O)c2c(c(Br)c(Br)c(Br)c2Br)C1=O,0,Sdf
O=C1c2c3[nH]c4c(cc(Cl)cc4Cl)c(=O)c3cc(Cl)c2C(=O)c2ccccc12,0,Sdf
O=C1c2cc(Cl)ccc2C(=O)c2ccccc12,0,Sdf
O=C1c2ccc3c([nH]c4ccc(cc4c3=O)C(=O)Nc3cccc4c3C(=O)c3cccc(NC(=O)c5ccccc5)c3C4=O)c2C(=O)c2ccccc12,0,Sdf
O=C1c2ccc3ccccc3c2C(=O)c2ccccc12,0,Sdf
O=C1c2cccc(Cl)c2C(=O)c2ccccc12,0,Sdf
O=C1c2cccc(Nc3ccc(cc3)S(=O)(=O)c3ccccc3)c2C(=O)c2ccccc12,0,Sdf
O=C1c2cccc3cccc(c32)-c2ccccc21,0,Sdf
O=C1c2ccccc2C(=O)C(Cl)=C1Cl,0,Sdf
O=C1c2ccccc2C(=O)N1CC1=Nc2ccccc2Cc2ccccc21,0,Sdf
O=C1c2ccccc2C(=O)N1SC(F)(Cl)Cl,0,Sdf
O=C1c2ccccc2C(=O)c2ccccc12,0,Sdf
O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1,0,Sdf
O=C=NCCCCCCN=C=O,0,Sdf
O=C=NCc1cc(CN=C=O)ccc1,0,Sdf
O=C=NS(=O)(=O)c1ccccc1C(F)(F)F,0,Sdf
O=C=Nc1cc(Cl)c(Cl)cc1,0,Sdf
O=C=Nc1cc(c(Cl)cc1)C(F)(F)F,0,Sdf
O=C=Nc1cc(ccc1)C(F)(F)F,0,Sdf
O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,0,Sdf
O=C=Nc1ccc(Cl)cc1Cl,0,Sdf
O=C=Nc1ccc(cc1)C(c1ccc(cc1)N=C=O)c1ccc(cc1)N=C=O,0,Sdf
O=C=Nc1ccc(cc1)OP(=S)(Oc1ccc(cc1)N=C=O)Oc1ccc(cc1)N=C=O,0,Sdf
O=C=Nc1cccc2c1cccc2N=C=O,0,Sdf
O=CC(Cl)(Cl)Cl,0,Sdf
O=CC1CCCC(C=O)=C1Cl,0,Sdf
O=CC1COCC1,1,Sdf
O=CC=O,1,Sdf
O=COCCOC=O,1,Sdf
O=COCCOCCOC=O,1,Sdf
O=Cc1c(Cl)cccc1Cl,0,Sdf
O=Cc1cc(ccc1)Oc1ccccc1,0,Sdf
O=Cc1cc2OCOc2cc1,1,Sdf
O=Cc1cc[n]cc1,0,Sdf
O=Cc1ccc(cc1)C=O,1,Sdf
O=Cc1cccc2OC(F)(F)Oc21,0,Sdf
O=Cc1cccc[n]1,0,Sdf
O=Cc1ccccc1,1,Sdf
O=Cc1ccccc1Cl,0,Sdf
O=Cc1ccco1,1,Sdf
O=NC1CCCC2C3CCC(C3=C(Cl)Cl)C=21,0,Sdf
O=NC1CCCCC1,1,Sdf
O=NN(c1ccccc1)c1ccccc1,0,Sdf
O=NN1CN2CN(CN(C2)N=O)C1,1,Sdf
O=Nc1ccc(cc1)Nc1ccccc1,0,Sdf
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0,Sdf
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0,Sdf
O=P(OCC(CBr)(CBr)CBr)(OCC(CBr)(CBr)CBr)OCC(CBr)(CBr)CBr,0,Sdf
O=P(OCCCl)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl,0,Sdf
O=P(OCCCl)(OCCCl)OCCCl,0,Sdf
O=P(Oc1ccccc1)(Oc1ccccc1)OC1COC2C1OCC2OP(=O)(Oc1ccccc1)Oc1ccccc1,0,Sdf
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(cc1)-c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,0,Sdf
O=P(Oc1ccccc1-c1ccccc1)(Oc1ccccc1)Oc1ccccc1,0,Sdf
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,0,Sdf
O=P1(NCCCO1)N(CCCl)CCCl,0,Sdf
O=P1(NCCCl)OCCCN1CCCl,0,Sdf
O=S(=O)(CCl)Nc1cc(Cl)c(Cl)c(Cl)c1Oc1cc(Cl)ccc1,0,Sdf
O=S(=O)(Cl)Cc1ccccc1,1,Sdf
O=S(=O)(Cl)c1ccccc1,1,Sdf
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,0,Sdf
O=S(=O)(c1cc(Cl)c(Cl)cc1Cl)c1ccc(Cl)cc1,0,Sdf
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,Sdf
O=S1(=O)CCCC1,0,Sdf
O=S1(=O)CCCO1,1,Sdf
O=S1(=O)CS(=O)(=O)OCO1,1,Sdf
O=c1[nH][s]c2ccccc21,0,Sdf
O=c1[nH]c(=O)[nH]c(=O)[nH]1,0,Sdf
O=c1[nH]c2ccccc2[nH]1,0,Sdf
O=c1[nH]c2ccccc2[n]1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,Sdf
O=c1[nH]cc(F)c(=O)[nH]1,0,Sdf
O=c1[n](CC2CO2)c(=O)[n](CC2CO2)c(=O)[n]1CC1CO1,0,Sdf
O=c1[n](CCCCCCN=C=O)c(=O)[n](CCCCCCN=C=O)c(=O)[n]1CCCCCCN=C=O,0,Sdf
O=c1[n](Cl)c(=O)[n](Cl)c(=O)[n]1Cl,0,Sdf
O=c1c2cc(Cl)ccc2[nH]c2cc3c(cc12)[nH]c1ccc(Cl)cc1c3=O,0,Sdf
O=c1c2ccccc2[nH]c2cc3c(cc12)[nH]c1ccccc1c3=O,0,Sdf
O=c1c2ccccc2c2ccc3[s]c4ccccc4c4ccc1c2c43,0,Sdf
O=c1cc[nH]cc1,1,Sdf
O=c1ccc(=O)[nH][nH]1,0,Sdf
O=c1ccc2ccccc2o1,1,Sdf
O=c1cccc[nH]1,1,Sdf
O=c1oc(=O)[nH]c2ccccc12,1,Sdf
O=c1oc(=O)c2cc3c(cc12)c(=O)oc3=O,1,Sdf
O=c1oc([n]c2ccccc12)-c1ccc(cc1)-c1[n]c2ccccc2c(=O)o1,0,Sdf
OC(=O)/C=C/C(O)=O,1,Sdf
OC(=O)/C=C/C(O)=O,1,Sdf
OC(=O)/C=C/c1ccccc1,1,Sdf
OC(=O)/C=C\C(O)=O,1,Sdf
OC(=O)C(=O)C(O)C(O)C(O)CO,1,Sdf
OC(=O)C(Br)C(Br)C(O)=O,0,Sdf
OC(=O)C(Cl)(Cl)Cl,0,Sdf
OC(=O)C(Cl)Cl,1,Sdf
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,Sdf
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,Sdf
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,Sdf
OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0,Sdf
OC(=O)C(F)(F)F,0,Sdf
OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,Sdf
OC(=O)C(O)(CC(O)=O)CC(O)=O,1,Sdf
OC(=O)C(O)(c1ccccc1)c1ccccc1,0,Sdf
OC(=O)C(O)=O,0,Sdf
OC(=O)C(O)C(O)C(O)=O,1,Sdf
OC(=O)C(O)CC(O)=O,1,Sdf
OC(=O)C(O)c1ccccc1Cl,0,Sdf
OC(=O)C1/C(=C\CO)/OC2CC(=O)N21,0,Sdf
OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,Sdf
OC(=O)C1CC(C(C1C(O)=O)C(O)=O)C(O)=O,0,Sdf
OC(=O)C1CC=CCC1C(O)=O,0,Sdf
OC(=O)C1CCCN1,1,Sdf
OC(=O)C=O,1,Sdf
OC(=O)CBr,1,Sdf
OC(=O)CC(CP1(=O)Oc2ccccc2-c2ccccc12)C(O)=O,0,Sdf
OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,1,Sdf
OC(=O)CC(O)=O,1,Sdf
OC(=O)CCC(C(O)=O)N(CC(O)=O)CC(O)=O,1,Sdf
OC(=O)CCC(O)=O,1,Sdf
OC(=O)CCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCCCCCCCC(=O)NC(CCC(=O)ON1C(=O)CCC1=O)C(O)=O,1,Sdf
OC(=O)CCCCCCCCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCCCCCCCCCCCCC(O)=O,1,Sdf
OC(=O)CCCCCN1C(=O)c2ccccc2C1=O,1,Sdf
OC(=O)CCP(O)(=O)c1ccccc1,0,Sdf
OC(=O)CCS,1,Sdf
OC(=O)CCSCCC(O)=O,1,Sdf
OC(=O)CCl,1,Sdf
OC(=O)CN(CC(O)=O)CC(O)=O,1,Sdf
OC(=O)CN(CC(O)=O)CCN(CC(O)=O)CC(O)=O,0,Sdf
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,0,Sdf
OC(=O)CNC(=O)c1ccccc1,1,Sdf
OC(=O)COc1ccc(Cl)cc1Cl,0,Sdf
OC(=O)CS,1,Sdf
OC(=O)CSSCC(O)=O,0,Sdf
OC(=O)CSc1[n]ccc[n]1,1,Sdf
OC(=O)Cc1ccc(Cl)cc1Cl,0,Sdf
OC(=O)Cc1cccc2ccccc21,0,Sdf
OC(=O)Cc1ccccc1,1,Sdf
OC(=O)c1[n]cccc1C(O)=O,1,Sdf
OC(=O)c1c(Cl)c(Cl)ccc1Cl,0,Sdf
OC(=O)c1c(Cl)cccc1Cl,0,Sdf
OC(=O)c1c(F)cc(Br)cc1F,0,Sdf
OC(=O)c1c[n+](Cc2ccccc2)ccc1,0,Sdf
OC(=O)c1c[n](C2CC2)c2cc(c(F)cc2c1=O)N1CCNCC1,0,Sdf
OC(=O)c1c[n]cc[n]1,1,Sdf
OC(=O)c1cc(Cl)c(Cl)cc1,0,Sdf
OC(=O)c1cc(Cl)ccc1Cl,0,Sdf
OC(=O)c1cc(O)c(O)c(O)c1,1,Sdf
OC(=O)c1cc(cc[n]1)C(O)=O,1,Sdf
OC(=O)c1cc(ccc1)C(O)=O,1,Sdf
OC(=O)c1cc(ccc1)S(O)(=O)=O,0,Sdf
OC(=O)c1cc(ccc1O)/N=N/c1ccc(cc1)S(=O)(=O)Nc1cccc[n]1,0,Sdf
OC(=O)c1cc2c(cc1)C(=O)OC2=O,1,Sdf
OC(=O)c1cc2ccc(cc2cc1)C(O)=O,0,Sdf
OC(=O)c1ccc(Cl)c2c1c(ccc2Cl)C(O)=O,0,Sdf
OC(=O)c1ccc(Cl)cc1,0,Sdf
OC(=O)c1ccc(Cl)cc1Cl,0,Sdf
OC(=O)c1ccc(c[n]1)C(O)=O,0,Sdf
OC(=O)c1ccc(cc1)C(O)=O,1,Sdf
OC(=O)c1ccc(cc1)Sc1ccccc1,1,Sdf
OC(=O)c1ccc(o1)C(O)=O,1,Sdf
OC(=O)c1ccc2ccccc2[n]1,1,Sdf
OC(=O)c1ccc[n]c1,1,Sdf
OC(=O)c1cccc(Cl)[n]1,0,Sdf
OC(=O)c1cccc(Cl)c1,0,Sdf
OC(=O)c1cccc(Cl)c1Cl,0,Sdf
OC(=O)c1cccc([n]1)C(O)=O,1,Sdf
OC(=O)c1cccc2ccccc21,0,Sdf
OC(=O)c1cccc[n]1,1,Sdf
OC(=O)c1ccccc1,1,Sdf
OC(=O)c1ccccc1-c1ccccc1C(O)=O,1,Sdf
OC(=O)c1ccccc1C(O)=O,1,Sdf
OC(=O)c1ccccc1Cl,0,Sdf
OC(=O)c1ccccc1I,0,Sdf
OC(=O)c1ccccc1NC(=O)CCc1ccc(O)cc1,1,Sdf
OC(=O)c1ccccc1S(O)(=O)=O,0,Sdf
OC(=O)c1ccccc1SSc1ccccc1C(O)=O,1,Sdf
OC(C(=O)c1ccccc1)c1ccccc1,1,Sdf
OC(C(F)(F)F)C(F)(F)F,0,Sdf
OC(C(O)CO)C(O)CO,1,Sdf
OC(C1CCNCC1)(c1ccccc1)c1ccccc1,0,Sdf
OC(CCl)CCl,1,Sdf
OC(CN1C(=O)c2ccccc2C1=O)CNc1ccc(cc1)N1CCOCC1=O,0,Sdf
OC(CNC1CCCCC1)CS(O)(=O)=O,0,Sdf
OC(CO)C(O)C(O)C(O)CO,1,Sdf
OC(CO)C1OC(=O)C(OC2OC(CO)C(O)C(O)C2O)C1=O,1,Sdf
OC(CO)C1OC(=O)C(OP(O)(O)=O)C1=O,1,Sdf
OC(CO)CO,1,Sdf
OC(COC1CCCCC1)CO,0,Sdf
OC(COCC(O)CO)CO,0,Sdf
OC(COc1cc(O)c(cc1)C(=O)c1ccccc1)COc1cc(O)c(cc1)C(=O)c1ccccc1,0,Sdf
OC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,1,Sdf
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0,Sdf
OC(c1ccccc1)c1ccc(Cl)cc1,0,Sdf
